galaxyID,label1,label2,label3,label4
123887,2,0,0,0
142751,6,3,2,2
234155,3,1,1,1
117623,0,0,0,0
172186,1,0,0,0
8715,1,0,0,0
35329,0,0,0,0
272812,5,2,1,1
228313,1,0,0,0
179621,0,0,0,0
136653,0,0,0,0
258287,2,0,0,0
191214,0,0,0,0
236911,0,0,0,0
102473,2,0,0,0
203691,5,2,1,1
123925,1,0,0,0
60805,0,0,0,0
152188,2,0,0,0
106681,4,2,1,1
97131,1,0,0,0
150737,2,0,0,0
56523,0,0,0,0
59549,1,0,0,0
60315,1,0,0,0
82654,1,0,0,0
143465,0,0,0,0
17815,1,0,0,0
267001,1,0,0,0
203923,1,0,0,0
61345,0,0,0,0
95691,0,0,0,0
168157,2,0,0,0
105822,5,2,1,1
59922,5,2,1,1
187940,4,2,1,1
253604,0,0,0,0
4382,0,0,0,0
233460,0,0,0,0
287100,0,0,0,0
67105,0,0,0,0
249855,1,0,0,0
32107,1,0,0,0
48642,1,0,0,0
139000,5,2,1,1
149240,1,0,0,0
149366,0,0,0,0
210333,0,0,0,0
56372,1,0,0,0
121282,0,0,0,0
81670,5,2,1,1
212857,1,0,0,0
101197,0,0,0,0
201333,1,0,0,0
18676,1,0,0,0
259712,5,2,1,1
178070,1,0,0,0
177924,5,2,1,1
143733,1,0,0,0
66682,1,0,0,0
221208,0,0,0,0
172632,1,0,0,0
203619,3,1,1,1
50386,1,0,0,0
178680,1,0,0,0
25077,2,0,0,0
35589,0,0,0,0
72515,1,0,0,0
172754,3,1,1,1
270750,1,0,0,0
178837,5,2,1,1
108754,2,0,0,0
92081,0,0,0,0
191281,1,0,0,0
9177,0,0,0,0
91471,1,0,0,0
97701,0,0,0,0
54698,1,0,0,0
205831,3,1,1,1
13652,5,2,1,1
41581,2,0,0,0
79526,0,0,0,0
132542,0,0,0,0
227015,0,0,0,0
5394,1,0,0,0
178380,1,0,0,0
27375,1,0,0,0
73176,1,0,0,0
165005,3,1,1,1
174952,1,0,0,0
79265,0,0,0,0
62311,1,0,0,0
141893,0,0,0,0
212314,1,0,0,0
61314,1,0,0,0
263713,4,2,1,1
73861,5,2,1,1
186366,5,2,1,1
186393,1,0,0,0
290431,1,0,0,0
64989,0,0,0,0
170840,0,0,0,0
86654,0,0,0,0
219945,2,0,0,0
262964,1,0,0,0
203364,0,0,0,0
234399,0,0,0,0
96054,1,0,0,0
148121,6,3,2,2
191943,1,0,0,0
161248,5,2,1,1
68933,1,0,0,0
245870,0,0,0,0
89851,2,0,0,0
198031,1,0,0,0
19126,0,0,0,0
211188,0,0,0,0
106114,1,0,0,0
96399,0,0,0,0
161563,1,0,0,0
20485,2,0,0,0
90751,1,0,0,0
73236,1,0,0,0
46738,4,2,1,1
117240,5,2,1,1
34509,1,0,0,0
138440,5,2,1,1
95938,0,0,0,0
192616,1,0,0,0
103369,5,2,1,1
250074,1,0,0,0
251900,3,1,1,1
227380,1,0,0,0
258915,1,0,0,0
25068,6,3,2,2
110746,2,0,0,0
170814,0,0,0,0
203530,1,0,0,0
245161,6,3,2,2
60082,3,1,1,1
13426,1,0,0,0
27347,0,0,0,0
96956,1,0,0,0
115538,0,0,0,0
172866,0,0,0,0
94208,1,0,0,0
238576,1,0,0,0
143599,0,0,0,0
32788,1,0,0,0
82339,0,0,0,0
63659,1,0,0,0
244168,1,0,0,0
161131,0,0,0,0
57894,1,0,0,0
269744,5,2,1,1
3280,0,0,0,0
178938,1,0,0,0
134922,0,0,0,0
188443,0,0,0,0
44560,1,0,0,0
107691,0,0,0,0
114789,1,0,0,0
120330,1,0,0,0
172184,0,0,0,0
135334,0,0,0,0
139534,4,2,1,1
250140,1,0,0,0
287020,1,0,0,0
167527,2,0,0,0
188075,1,0,0,0
214671,6,3,2,2
25988,1,0,0,0
221505,1,0,0,0
258851,5,2,1,1
6812,0,0,0,0
23305,0,0,0,0
219237,1,0,0,0
266892,6,3,2,2
12768,0,0,0,0
12754,1,0,0,0
258068,3,1,1,1
191847,1,0,0,0
36682,1,0,0,0
254977,6,3,2,2
128203,1,0,0,0
54765,3,1,1,1
232647,2,0,0,0
111781,5,2,1,1
244014,0,0,0,0
291760,0,0,0,0
136228,0,0,0,0
199,2,0,0,0
51034,1,0,0,0
41381,5,2,1,1
35618,1,0,0,0
136032,0,0,0,0
179450,1,0,0,0
198159,2,0,0,0
55208,0,0,0,0
23843,1,0,0,0
256683,0,0,0,0
193115,1,0,0,0
213964,0,0,0,0
74628,1,0,0,0
219488,5,2,1,1
177031,5,2,1,1
225784,5,2,1,1
144913,1,0,0,0
55004,5,2,1,1
80535,2,0,0,0
88673,1,0,0,0
290105,1,0,0,0
7124,1,0,0,0
294533,0,0,0,0
90376,5,2,1,1
241809,6,3,2,2
284103,0,0,0,0
205645,0,0,0,0
284394,3,1,1,1
119431,5,2,1,1
6645,1,0,0,0
44624,0,0,0,0
85065,1,0,0,0
258085,2,0,0,0
164389,6,3,2,2
38580,5,2,1,1
233037,5,2,1,1
264046,5,2,1,1
96620,1,0,0,0
193576,1,0,0,0
1343,0,0,0,0
164504,3,1,1,1
197721,1,0,0,0
117708,1,0,0,0
41153,3,1,1,1
241910,6,3,2,2
250459,1,0,0,0
13076,2,0,0,0
99296,7,4,3,2
192545,1,0,0,0
120247,1,0,0,0
222992,4,2,1,1
44907,0,0,0,0
175020,1,0,0,0
208650,1,0,0,0
195,0,0,0,0
249538,1,0,0,0
192070,1,0,0,0
36620,1,0,0,0
73579,3,1,1,1
275060,1,0,0,0
87043,2,0,0,0
176882,1,0,0,0
247277,3,1,1,1
156705,1,0,0,0
106870,0,0,0,0
175243,6,3,2,2
245754,0,0,0,0
18539,0,0,0,0
204633,1,0,0,0
56995,0,0,0,0
220488,0,0,0,0
108161,6,3,2,2
40996,5,2,1,1
216399,1,0,0,0
268644,2,0,0,0
242929,1,0,0,0
117797,5,2,1,1
20559,1,0,0,0
62438,0,0,0,0
130252,0,0,0,0
129917,5,2,1,1
191888,2,0,0,0
230692,1,0,0,0
88439,0,0,0,0
102640,1,0,0,0
188875,0,0,0,0
241614,0,0,0,0
152008,1,0,0,0
68129,0,0,0,0
86143,2,0,0,0
244840,2,0,0,0
112233,2,0,0,0
122521,5,2,1,1
175461,2,0,0,0
9492,1,0,0,0
207281,6,3,2,2
227888,1,0,0,0
126872,5,2,1,1
156134,0,0,0,0
170626,1,0,0,0
83101,1,0,0,0
230216,1,0,0,0
101010,0,0,0,0
262121,1,0,0,0
92586,1,0,0,0
230236,0,0,0,0
233893,1,0,0,0
38670,1,0,0,0
70899,1,0,0,0
239230,1,0,0,0
56580,1,0,0,0
14260,1,0,0,0
163286,2,0,0,0
122580,2,0,0,0
282334,2,0,0,0
145315,0,0,0,0
212842,0,0,0,0
236988,2,0,0,0
240400,1,0,0,0
128007,3,1,1,1
99245,0,0,0,0
53050,2,0,0,0
160905,2,0,0,0
268018,1,0,0,0
248411,1,0,0,0
114691,1,0,0,0
172015,1,0,0,0
160245,1,0,0,0
256849,0,0,0,0
241642,0,0,0,0
277109,1,0,0,0
141350,1,0,0,0
169689,1,0,0,0
213026,1,0,0,0
200716,1,0,0,0
207094,0,0,0,0
75854,0,0,0,0
99845,1,0,0,0
39640,0,0,0,0
56592,4,2,1,1
37164,2,0,0,0
205578,5,2,1,1
199334,1,0,0,0
182177,5,2,1,1
281526,0,0,0,0
237909,1,0,0,0
184493,0,0,0,0
246376,0,0,0,0
237821,1,0,0,0
102497,5,2,1,1
195199,1,0,0,0
162892,0,0,0,0
52578,0,0,0,0
115304,1,0,0,0
10061,1,0,0,0
123089,2,0,0,0
137289,0,0,0,0
155288,1,0,0,0
50497,0,0,0,0
13980,0,0,0,0
136356,1,0,0,0
21640,0,0,0,0
234531,2,0,0,0
51081,0,0,0,0
225439,1,0,0,0
138100,1,0,0,0
224727,1,0,0,0
16239,5,2,1,1
205099,1,0,0,0
256855,4,2,1,1
45042,1,0,0,0
91686,1,0,0,0
118352,1,0,0,0
234671,1,0,0,0
231847,1,0,0,0
55930,5,2,1,1
59534,1,0,0,0
38236,0,0,0,0
211335,1,0,0,0
129687,1,0,0,0
67253,2,0,0,0
186723,5,2,1,1
219216,2,0,0,0
222763,1,0,0,0
19264,0,0,0,0
134064,2,0,0,0
194211,2,0,0,0
28170,1,0,0,0
159511,2,0,0,0
204610,5,2,1,1
257340,3,1,1,1
11284,2,0,0,0
258946,5,2,1,1
152321,0,0,0,0
41890,5,2,1,1
227947,1,0,0,0
88434,6,3,2,2
272973,6,3,2,2
120088,1,0,0,0
133581,1,0,0,0
195232,1,0,0,0
57040,1,0,0,0
220723,4,2,1,1
209703,5,2,1,1
100972,3,1,1,1
240480,1,0,0,0
40680,5,2,1,1
841,2,0,0,0
78572,2,0,0,0
187208,5,2,1,1
126772,0,0,0,0
153363,1,0,0,0
39882,0,0,0,0
32154,1,0,0,0
58553,1,0,0,0
114528,1,0,0,0
191016,1,0,0,0
64781,1,0,0,0
291097,0,0,0,0
194878,6,3,2,2
230878,1,0,0,0
162738,1,0,0,0
14435,1,0,0,0
76002,5,2,1,1
214005,2,0,0,0
215139,1,0,0,0
99496,5,2,1,1
74227,0,0,0,0
132046,0,0,0,0
127096,2,0,0,0
143762,0,0,0,0
66736,2,0,0,0
153602,2,0,0,0
128742,0,0,0,0
138554,1,0,0,0
290807,6,3,2,2
162660,1,0,0,0
54544,1,0,0,0
174334,0,0,0,0
67962,2,0,0,0
269742,0,0,0,0
163106,0,0,0,0
264647,0,0,0,0
121246,7,4,3,2
240742,1,0,0,0
190870,1,0,0,0
236015,0,0,0,0
38076,0,0,0,0
194619,1,0,0,0
260791,5,2,1,1
173425,2,0,0,0
7813,0,0,0,0
240031,2,0,0,0
238643,6,3,2,2
201493,1,0,0,0
243620,1,0,0,0
13683,1,0,0,0
178654,1,0,0,0
20946,1,0,0,0
109147,1,0,0,0
7143,5,2,1,1
248584,0,0,0,0
98000,1,0,0,0
126731,1,0,0,0
22043,3,1,1,1
197317,5,2,1,1
17856,3,1,1,1
26294,2,0,0,0
160145,1,0,0,0
208792,1,0,0,0
127299,0,0,0,0
119543,1,0,0,0
273463,1,0,0,0
37138,1,0,0,0
76352,5,2,1,1
9215,0,0,0,0
183459,1,0,0,0
156924,0,0,0,0
106938,7,4,3,2
56661,2,0,0,0
221324,0,0,0,0
24334,0,0,0,0
143109,1,0,0,0
26566,1,0,0,0
163262,1,0,0,0
169857,1,0,0,0
138338,0,0,0,0
251836,0,0,0,0
153957,0,0,0,0
180171,2,0,0,0
236702,0,0,0,0
256506,2,0,0,0
97862,1,0,0,0
5477,1,0,0,0
234347,0,0,0,0
213476,1,0,0,0
13354,4,2,1,1
93584,0,0,0,0
38139,3,1,1,1
53899,5,2,1,1
200518,1,0,0,0
244161,5,2,1,1
144326,1,0,0,0
244748,5,2,1,1
60220,0,0,0,0
117447,1,0,0,0
226228,0,0,0,0
294252,3,1,1,1
216818,1,0,0,0
117707,0,0,0,0
130745,0,0,0,0
106074,2,0,0,0
156135,2,0,0,0
117860,1,0,0,0
51544,2,0,0,0
125332,0,0,0,0
9348,0,0,0,0
20542,2,0,0,0
128748,1,0,0,0
115283,6,3,2,2
126942,2,0,0,0
135016,0,0,0,0
203772,0,0,0,0
105779,1,0,0,0
144180,1,0,0,0
152215,0,0,0,0
199052,0,0,0,0
19229,1,0,0,0
156748,1,0,0,0
2768,0,0,0,0
293649,0,0,0,0
16716,1,0,0,0
221875,5,2,1,1
86716,5,2,1,1
184200,1,0,0,0
237297,0,0,0,0
237017,1,0,0,0
267227,3,1,1,1
189098,2,0,0,0
263093,2,0,0,0
74090,2,0,0,0
60866,5,2,1,1
34577,3,1,1,1
197953,6,3,2,2
217521,5,2,1,1
143831,0,0,0,0
32990,1,0,0,0
130242,1,0,0,0
223234,0,0,0,0
16589,0,0,0,0
139838,4,2,1,1
196193,0,0,0,0
223746,1,0,0,0
88600,1,0,0,0
27971,1,0,0,0
67310,5,2,1,1
83470,1,0,0,0
35923,0,0,0,0
50440,6,3,2,2
161763,1,0,0,0
272741,5,2,1,1
174,5,2,1,1
186600,1,0,0,0
98042,0,0,0,0
34552,0,0,0,0
273065,3,1,1,1
239622,1,0,0,0
82941,1,0,0,0
247211,1,0,0,0
222545,1,0,0,0
232231,1,0,0,0
103088,1,0,0,0
134939,0,0,0,0
255093,6,3,2,2
283137,0,0,0,0
169859,2,0,0,0
97527,0,0,0,0
87668,2,0,0,0
211763,0,0,0,0
86317,0,0,0,0
250100,6,3,2,2
271370,2,0,0,0
64787,0,0,0,0
28074,1,0,0,0
109193,1,0,0,0
219931,0,0,0,0
90373,4,2,1,1
35002,1,0,0,0
198524,0,0,0,0
84043,5,2,1,1
251174,4,2,1,1
22972,1,0,0,0
74775,0,0,0,0
228498,0,0,0,0
137103,5,2,1,1
158031,2,0,0,0
234915,1,0,0,0
83549,6,3,2,2
85920,1,0,0,0
66508,0,0,0,0
10395,2,0,0,0
217677,1,0,0,0
164137,1,0,0,0
239011,1,0,0,0
28076,1,0,0,0
166021,1,0,0,0
30160,1,0,0,0
99551,2,0,0,0
187752,0,0,0,0
58972,5,2,1,1
111652,0,0,0,0
89673,4,2,1,1
63668,1,0,0,0
23248,1,0,0,0
48319,1,0,0,0
220310,2,0,0,0
152974,0,0,0,0
83443,3,1,1,1
26981,0,0,0,0
268048,5,2,1,1
14187,1,0,0,0
225863,1,0,0,0
127500,1,0,0,0
59125,2,0,0,0
282705,5,2,1,1
85342,0,0,0,0
171722,0,0,0,0
221522,2,0,0,0
127441,5,2,1,1
205869,2,0,0,0
256282,1,0,0,0
141218,2,0,0,0
58781,0,0,0,0
7573,1,0,0,0
173972,0,0,0,0
220099,2,0,0,0
233649,2,0,0,0
23932,0,0,0,0
196692,1,0,0,0
99706,1,0,0,0
150431,1,0,0,0
27228,1,0,0,0
26740,1,0,0,0
73499,0,0,0,0
48337,5,2,1,1
14883,1,0,0,0
230058,1,0,0,0
77864,5,2,1,1
7606,0,0,0,0
7077,5,2,1,1
229648,0,0,0,0
195939,7,4,3,2
200591,1,0,0,0
59949,1,0,0,0
82295,1,0,0,0
230386,1,0,0,0
31609,1,0,0,0
13142,0,0,0,0
47016,0,0,0,0
118168,0,0,0,0
20791,6,3,2,2
92459,0,0,0,0
117098,1,0,0,0
228802,2,0,0,0
96097,1,0,0,0
159990,0,0,0,0
210474,1,0,0,0
94316,5,2,1,1
178115,1,0,0,0
264393,1,0,0,0
253437,1,0,0,0
143562,3,1,1,1
237125,0,0,0,0
161411,2,0,0,0
275667,1,0,0,0
228660,6,3,2,2
75659,1,0,0,0
196836,0,0,0,0
211714,1,0,0,0
120839,0,0,0,0
8215,3,1,1,1
223724,5,2,1,1
137807,0,0,0,0
106387,1,0,0,0
221076,7,4,3,2
27781,1,0,0,0
109912,1,0,0,0
17229,0,0,0,0
94133,1,0,0,0
115097,2,0,0,0
214638,5,2,1,1
116940,0,0,0,0
196030,0,0,0,0
27566,1,0,0,0
255587,1,0,0,0
211870,0,0,0,0
7767,3,1,1,1
178971,0,0,0,0
127507,5,2,1,1
241052,1,0,0,0
200098,1,0,0,0
105687,1,0,0,0
55283,1,0,0,0
192343,1,0,0,0
206120,2,0,0,0
93426,1,0,0,0
131304,5,2,1,1
198724,0,0,0,0
70443,6,3,2,2
116368,7,4,3,2
205506,1,0,0,0
246343,5,2,1,1
248810,3,1,1,1
92375,0,0,0,0
87496,4,2,1,1
269860,7,4,3,2
37427,3,1,1,1
176021,1,0,0,0
69528,0,0,0,0
236051,1,0,0,0
17356,0,0,0,0
31127,0,0,0,0
58946,3,1,1,1
224632,5,2,1,1
196822,0,0,0,0
168617,4,2,1,1
287660,5,2,1,1
154943,1,0,0,0
200827,1,0,0,0
21484,5,2,1,1
42035,1,0,0,0
162191,1,0,0,0
125402,6,3,2,2
67363,1,0,0,0
66680,5,2,1,1
123993,1,0,0,0
54270,0,0,0,0
122714,7,4,3,2
201380,3,1,1,1
135812,5,2,1,1
66214,1,0,0,0
141254,2,0,0,0
242818,1,0,0,0
244381,1,0,0,0
136802,2,0,0,0
71602,5,2,1,1
45629,1,0,0,0
242399,1,0,0,0
41577,1,0,0,0
28537,0,0,0,0
187955,0,0,0,0
11323,1,0,0,0
151389,1,0,0,0
59602,1,0,0,0
242180,1,0,0,0
255660,0,0,0,0
190906,5,2,1,1
61498,1,0,0,0
151576,0,0,0,0
62861,1,0,0,0
208105,0,0,0,0
245406,1,0,0,0
19119,1,0,0,0
34305,2,0,0,0
183703,5,2,1,1
25154,3,1,1,1
133334,5,2,1,1
6980,5,2,1,1
22236,1,0,0,0
151132,1,0,0,0
56165,1,0,0,0
61491,0,0,0,0
110517,1,0,0,0
171167,1,0,0,0
225803,0,0,0,0
154072,0,0,0,0
1584,1,0,0,0
102,1,0,0,0
27317,0,0,0,0
130235,0,0,0,0
31325,2,0,0,0
160324,2,0,0,0
166258,1,0,0,0
176762,1,0,0,0
196201,0,0,0,0
180605,6,3,2,2
185061,1,0,0,0
31702,0,0,0,0
82718,0,0,0,0
112648,0,0,0,0
228365,0,0,0,0
69600,5,2,1,1
59561,5,2,1,1
44600,4,2,1,1
145463,5,2,1,1
12415,3,1,1,1
150747,0,0,0,0
290768,1,0,0,0
269325,5,2,1,1
23278,2,0,0,0
120605,2,0,0,0
203269,5,2,1,1
213771,6,3,2,2
11647,5,2,1,1
289165,1,0,0,0
82865,5,2,1,1
24496,1,0,0,0
265870,5,2,1,1
49948,0,0,0,0
221546,1,0,0,0
131228,1,0,0,0
110445,0,0,0,0
269313,0,0,0,0
289069,1,0,0,0
163767,0,0,0,0
232768,1,0,0,0
208169,1,0,0,0
179743,1,0,0,0
96279,1,0,0,0
200730,0,0,0,0
212697,1,0,0,0
156599,0,0,0,0
39138,1,0,0,0
141847,5,2,1,1
43611,0,0,0,0
179676,3,1,1,1
158348,0,0,0,0
7870,1,0,0,0
81922,6,3,2,2
205448,1,0,0,0
153203,1,0,0,0
260846,5,2,1,1
16602,1,0,0,0
194081,1,0,0,0
226019,0,0,0,0
211057,1,0,0,0
179667,0,0,0,0
228898,1,0,0,0
270537,0,0,0,0
22896,5,2,1,1
140464,0,0,0,0
56528,1,0,0,0
240024,4,2,1,1
258615,3,1,1,1
172307,0,0,0,0
239891,0,0,0,0
130237,1,0,0,0
142511,0,0,0,0
61723,3,1,1,1
109982,0,0,0,0
198536,0,0,0,0
212896,5,2,1,1
177844,3,1,1,1
161141,1,0,0,0
179989,1,0,0,0
139612,0,0,0,0
36997,0,0,0,0
109671,1,0,0,0
9376,2,0,0,0
44689,1,0,0,0
122978,1,0,0,0
162671,2,0,0,0
287356,0,0,0,0
94835,3,1,1,1
41304,5,2,1,1
157344,5,2,1,1
46853,3,1,1,1
116598,1,0,0,0
236238,6,3,2,2
152959,2,0,0,0
160341,1,0,0,0
230152,0,0,0,0
57121,1,0,0,0
162634,7,4,3,2
111409,0,0,0,0
137669,3,1,1,1
129677,0,0,0,0
243689,1,0,0,0
168116,1,0,0,0
14,0,0,0,0
118643,4,2,1,1
157414,1,0,0,0
151850,2,0,0,0
51497,1,0,0,0
85038,1,0,0,0
131121,5,2,1,1
186172,1,0,0,0
237538,1,0,0,0
158113,3,1,1,1
118930,0,0,0,0
244037,2,0,0,0
149123,3,1,1,1
179079,1,0,0,0
79145,1,0,0,0
11762,5,2,1,1
66178,1,0,0,0
214324,0,0,0,0
118627,1,0,0,0
167908,5,2,1,1
426,0,0,0,0
215727,1,0,0,0
215519,3,1,1,1
111402,0,0,0,0
69805,5,2,1,1
199562,1,0,0,0
18087,1,0,0,0
108705,1,0,0,0
221850,1,0,0,0
24991,1,0,0,0
230974,0,0,0,0
86334,1,0,0,0
95231,0,0,0,0
108228,1,0,0,0
194261,1,0,0,0
142678,5,2,1,1
73868,0,0,0,0
208565,0,0,0,0
159896,5,2,1,1
171602,1,0,0,0
169949,0,0,0,0
241475,0,0,0,0
141485,0,0,0,0
94575,1,0,0,0
151177,3,1,1,1
176959,5,2,1,1
41157,7,4,3,2
80406,5,2,1,1
278637,1,0,0,0
210872,0,0,0,0
67176,2,0,0,0
103921,1,0,0,0
198268,1,0,0,0
161463,0,0,0,0
238756,2,0,0,0
82820,1,0,0,0
44406,1,0,0,0
170018,1,0,0,0
14331,1,0,0,0
156263,1,0,0,0
129160,1,0,0,0
39738,2,0,0,0
47731,5,2,1,1
883,5,2,1,1
153401,4,2,1,1
114348,1,0,0,0
153314,0,0,0,0
38719,3,1,1,1
98068,0,0,0,0
225058,5,2,1,1
218061,0,0,0,0
100893,1,0,0,0
197888,0,0,0,0
74642,0,0,0,0
154700,1,0,0,0
241345,5,2,1,1
158733,1,0,0,0
125458,2,0,0,0
168373,2,0,0,0
203330,7,4,3,2
157885,1,0,0,0
145182,1,0,0,0
27767,1,0,0,0
209155,3,1,1,1
198065,0,0,0,0
145406,1,0,0,0
29912,3,1,1,1
78328,0,0,0,0
240450,7,4,3,2
193023,1,0,0,0
284918,1,0,0,0
173554,1,0,0,0
107974,1,0,0,0
89330,1,0,0,0
151011,0,0,0,0
117762,1,0,0,0
87832,4,2,1,1
46348,1,0,0,0
165732,1,0,0,0
181931,0,0,0,0
271236,0,0,0,0
88287,2,0,0,0
10780,1,0,0,0
127927,1,0,0,0
186500,0,0,0,0
117127,5,2,1,1
74587,1,0,0,0
145464,5,2,1,1
54807,0,0,0,0
229082,2,0,0,0
166471,0,0,0,0
269543,5,2,1,1
151992,1,0,0,0
118582,1,0,0,0
111237,0,0,0,0
156556,1,0,0,0
236107,1,0,0,0
129667,1,0,0,0
169775,0,0,0,0
5082,0,0,0,0
164583,1,0,0,0
34009,7,4,3,2
213086,1,0,0,0
197970,1,0,0,0
269324,3,1,1,1
28904,1,0,0,0
123443,1,0,0,0
125253,1,0,0,0
183832,1,0,0,0
197899,0,0,0,0
274939,1,0,0,0
89433,5,2,1,1
165604,0,0,0,0
66244,5,2,1,1
65521,5,2,1,1
129156,6,3,2,2
74897,2,0,0,0
78562,1,0,0,0
234995,1,0,0,0
52975,0,0,0,0
67112,5,2,1,1
266855,5,2,1,1
152007,2,0,0,0
205837,3,1,1,1
185452,1,0,0,0
225597,0,0,0,0
261762,1,0,0,0
123270,2,0,0,0
251439,5,2,1,1
49927,0,0,0,0
269921,2,0,0,0
116544,5,2,1,1
90189,1,0,0,0
60138,5,2,1,1
958,0,0,0,0
133597,7,4,3,2
143297,0,0,0,0
250087,5,2,1,1
12145,6,3,2,2
162549,5,2,1,1
217104,0,0,0,0
138946,6,3,2,2
113920,1,0,0,0
21810,0,0,0,0
235630,2,0,0,0
201098,1,0,0,0
23105,0,0,0,0
160962,2,0,0,0
248639,0,0,0,0
157420,1,0,0,0
83614,1,0,0,0
294129,0,0,0,0
20965,1,0,0,0
224815,0,0,0,0
99884,0,0,0,0
245673,1,0,0,0
119,0,0,0,0
124140,2,0,0,0
228385,0,0,0,0
111828,1,0,0,0
64133,1,0,0,0
74830,1,0,0,0
221010,2,0,0,0
139296,0,0,0,0
287516,2,0,0,0
228102,0,0,0,0
94703,1,0,0,0
114727,7,4,3,2
179912,5,2,1,1
208945,1,0,0,0
154346,1,0,0,0
127770,0,0,0,0
148279,0,0,0,0
34457,0,0,0,0
155602,5,2,1,1
65634,1,0,0,0
209284,1,0,0,0
55072,1,0,0,0
246154,1,0,0,0
32881,1,0,0,0
212125,1,0,0,0
185887,6,3,2,2
38885,0,0,0,0
14693,5,2,1,1
62408,0,0,0,0
172578,2,0,0,0
215443,2,0,0,0
71967,1,0,0,0
63435,0,0,0,0
46433,1,0,0,0
108772,0,0,0,0
92201,1,0,0,0
196653,1,0,0,0
52699,0,0,0,0
169069,1,0,0,0
171971,0,0,0,0
217512,3,1,1,1
26421,1,0,0,0
226462,1,0,0,0
20997,2,0,0,0
36223,1,0,0,0
113892,1,0,0,0
28872,0,0,0,0
141998,0,0,0,0
54092,0,0,0,0
176609,1,0,0,0
119062,0,0,0,0
